name,bg_img_link,mark,category,rating,price,address,role,city,int_price
Next Generation...,https://cdn.venuelook.com/uploads/vendoralbums/album_4243/thumb/photo_4243_161987110750751_fix_w_480.jpg,"Indira Nagar, Lucknow photographer",photographers,3.0,Starting Price:  15000,"Indira Nagar, Lucknow photographer",photographers,lucknow,15000
Flashback Factory,https://cdn.venuelook.com/uploads/vendoralbums/album_4216/thumb/photo_4216_161985794628159_fix_w_480.jpg,"Indira Nagar, Lucknow photographer",photographers,3.0,Starting Price:  8000,"Indira Nagar, Lucknow photographer",photographers,lucknow,8000
Awadh Creation India,https://cdn.venuelook.com/uploads/vendoralbums/album_4102/thumb/photo_4102_161969588967054_fix_w_480.jpg,"Gomti Nagar, Lucknow photographer",photographers,3.0,Starting Price:  8000,"Gomti Nagar, Lucknow photographer",photographers,lucknow,8000
Momentous Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_4062/thumb/photo_4062_161968316942122_fix_w_480.jpg,"Gomti Nagar, Lucknow photographer",photographers,3.0,Starting Price:  12000,"Gomti Nagar, Lucknow photographer",photographers,lucknow,12000
Student Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_4052/thumb/photo_4052_161967979974143_fix_w_480.jpg,"Aminabad , Lucknow photographer",photographers,3.0,Starting Price:  8000,"Aminabad , Lucknow photographer",photographers,lucknow,8000
Freedom Studios,https://cdn.venuelook.com/uploads/vendoralbums/album_4034/thumb/photo_4034_1619612030513_fix_w_480.jpg,"Chowk, Lucknow photographer",photographers,3.0,Starting Price:  10000,"Chowk, Lucknow photographer",photographers,lucknow,10000
Absolute Wedding Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_6796/thumb/photo_6796_164379964789788_fix_w_480.jpg,"Gomti Nagar, Lucknow photographer",photographers,5.0,Starting Price: 1200,"Gomti Nagar, Lucknow photographer",photographers,lucknow,1200
Lenscape,https://cdn.venuelook.com/uploads/vendoralbums/album_6797/thumb/photo_6797_164380041897099_fix_w_480.jpg,"Aliganj, Lucknow photographer",photographers,4.0,Starting Price: 2200,"Aliganj, Lucknow photographer",photographers,lucknow,2200
Vijay Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_290/thumb/photo_290_158723904143886_480.jpg,"Ashok Marg, Lucknow photographer",photographers,4.0,Starting Price:  25000,"Ashok Marg, Lucknow photographer",photographers,lucknow,25000
Time Freeze Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_287/thumb/photo_287_158723759655758_480.jpg,"Shastri Nagar, Lucknow photographer",photographers,3.0,Starting Price:  10000,"Shastri Nagar, Lucknow photographer",photographers,lucknow,10000
Ashish Gaurav...,https://cdn.venuelook.com/uploads/vendoralbums/album_274/thumb/photo_274_158723082819201_480.jpg,"Vikas Nagar, Lucknow photographer",photographers,4.0,Starting Price:  10000,"Vikas Nagar, Lucknow photographer",photographers,lucknow,10000
Sahu photographer,https://cdn.venuelook.com/uploads/vendoralbums/album_6711/thumb/photo_6711_164240194193138_fix_w_480.jpg,"Aliganj, Lucknow photographer",photographers,5.0,Starting Price:  35000,"Aliganj, Lucknow photographer",photographers,lucknow,35000
DJ Film Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_6694/thumb/photo_6694_164196675942093_fix_w_480.jpeg,"Omax City, Lucknow photographer",photographers,5.0,Starting Price:  25000,"Omax City, Lucknow photographer",photographers,lucknow,25000
Candid Wale,https://cdn.venuelook.com/uploads/vendoralbums/album_4253/thumb/photo_4253_161987641593766_fix_w_480.jpg,"Indra Nagar, Lucknow photographer",photographers,3.0,Starting Price:  15000,"Indra Nagar, Lucknow photographer",photographers,lucknow,15000
Royal Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_4208/thumb/photo_4208_161985614844389_fix_w_480.jpg,"Aliganj , Lucknow photographer",photographers,3.0,Starting Price:  20000,"Aliganj , Lucknow photographer",photographers,lucknow,20000
Cinemart Films,https://cdn.venuelook.com/uploads/vendoralbums/album_7220/thumb/photo_7220_165355223646186_fix_w_480.png,"Siddheshwar Hallmark, Vadodara photographer",photographers,3.0,Starting Price:  50000,"Siddheshwar Hallmark, Vadodara photographer",photographers,vadodara,50000
Dimple Wedding Media,https://cdn.venuelook.com/uploads/vendoralbums/album_7219/thumb/photo_7219_16535516321037_fix_w_480.jpg,"Akota, Vadodara photographer",photographers,3.0,Starting Price:  30000,"Akota, Vadodara photographer",photographers,vadodara,30000
MNJ Production,https://cdn.venuelook.com/uploads/vendoralbums/album_7217/thumb/photo_7217_165354925974361_fix_w_480.jpg,"Manjalpur Township 1, Vadodara photographer",photographers,3.0,Starting Price:  20000,"Manjalpur Township 1, Vadodara photographer",photographers,vadodara,20000
Maa Digital Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_7221/thumb/photo_7221_165355537937037_fix_w_480.jpg,"Harni Rd, Vadodara photographer",photographers,3.0,Starting Price:  21000,"Harni Rd, Vadodara photographer",photographers,vadodara,21000
Pixart Studios,https://cdn.venuelook.com/uploads/vendoralbums/album_7218/thumb/photo_7218_165355061735390_fix_w_480.jpg,"Subhanpura, Vadodara photographer",photographers,3.0,Starting Price:  35000,"Subhanpura, Vadodara photographer",photographers,vadodara,35000
Ranu Mistry Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_7216/thumb/photo_7216_165354773038959_fix_w_480.jpg,"Subhanpura, Vadodara photographer",photographers,5.0,Starting Price: 1600,"Subhanpura, Vadodara photographer",photographers,vadodara,1600
Abhishek Kabra...,https://cdn.venuelook.com/uploads/vendoralbums/album_7338/thumb/photo_7338_165520816976333_fix_w_480.jpg,"Panchavati, Nashik photographer",photographers,3.0,Starting Price: 1200,"Panchavati, Nashik photographer",photographers,nashik,1200
Ruchas Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_9166/thumb/photo_9166_171740052127437_fix_w_480.png,"Indira Nagar, Nashik photographer",photographers,3.0,Starting Price:  70000,"Indira Nagar, Nashik photographer",photographers,nashik,70000
Storyline Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_7336/thumb/photo_7336_165520694414258_fix_w_480.png,"Gangapur Rd, Nashik photographer",photographers,3.0,Starting Price: 1800,"Gangapur Rd, Nashik photographer",photographers,nashik,1800
Swarajya Digital,https://cdn.venuelook.com/images/vendor-images/webp/photography-vendor.webp,Nashik photographer,photographers,5.0,Starting Price: 1500,Nashik photographer,photographers,nashik,1500
Vikrant Dashputre...,https://cdn.venuelook.com/uploads/vendoralbums/album_7339/thumb/photo_7339_165520863657301_fix_w_480.png,"Shantiniketan Colony, Nashik photographer",photographers,3.0,Starting Price: 2200,"Shantiniketan Colony, Nashik photographer",photographers,nashik,2200
Saugraphy,https://cdn.venuelook.com/uploads/vendoralbums/album_7337/thumb/photo_7337_165520754628527_fix_w_480.jpg,"Gayakhe Colony, Nashik photographer",photographers,3.0,Starting Price: 999,"Gayakhe Colony, Nashik photographer",photographers,nashik,999
Noushad Cameo...,https://cdn.venuelook.com/uploads/vendoralbums/album_1555/thumb/photo_1555_158956789974376_fix_w_480.jpg,"Kochi, Kochi photographer",photographers,3.0,Starting Price:  90000,"Kochi, Kochi photographer",photographers,kochi,90000
Ashique Hassan...,https://cdn.venuelook.com/uploads/vendoralbums/album_7340/thumb/photo_7340_165520958923345_fix_w_480.jpg,"Edappally, Kochi photographer",photographers,3.0,Starting Price: 1500,"Edappally, Kochi photographer",photographers,kochi,1500
Pepper Green,https://cdn.venuelook.com/uploads/vendoralbums/album_1117/thumb/photo_1117_158921335766545_fix_w_480.jpg,"Vytila, Kochi photographer",photographers,5.0,Starting Price:  75000,"Vytila, Kochi photographer",photographers,kochi,75000
Weva Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_7342/thumb/photo_7342_165521061176276_fix_w_480.png,"Edappally, Kochi photographer",photographers,3.0,Starting Price: 2000,"Edappally, Kochi photographer",photographers,kochi,2000
Calypso Wedding Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_7341/thumb/photo_7341_165521018744844_fix_w_480.jpg,"Kacheripady, Kochi photographer",photographers,3.0,Starting Price: 1499,"Kacheripady, Kochi photographer",photographers,kochi,1499
Click Studio...,https://cdn.venuelook.com/uploads/vendoralbums/album_7224/thumb/photo_7224_165398437175581_fix_w_480.jpg,"Junction Rd, Mathura photographer",photographers,3.0,Starting Price:  30000,"Junction Rd, Mathura photographer",photographers,mathura,30000
Ramji Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_7226/thumb/photo_7226_165398864637603_fix_w_480.png,"Maholi Road, Mathura photographer",photographers,3.0,Starting Price:  25000,"Maholi Road, Mathura photographer",photographers,mathura,25000
Sky Wedding Films,https://cdn.venuelook.com/uploads/vendoralbums/album_7223/thumb/photo_7223_165398080890122_fix_w_480.jpg,"Krishna Nagar, Mathura photographer",photographers,3.0,Starting Price:  30000,"Krishna Nagar, Mathura photographer",photographers,mathura,30000
The Picture Square...,https://cdn.venuelook.com/uploads/vendoralbums/album_7225/thumb/photo_7225_16539870113516_fix_w_480.jpg,"Radha Puram, Mathura photographer",photographers,3.0,Starting Price:  30000,"Radha Puram, Mathura photographer",photographers,mathura,30000
Picture House By Yogesh,https://cdn.venuelook.com/uploads/vendoralbums/album_7222/thumb/photo_7222_16539797506943_fix_w_480.jpg,Mathura photographer,photographers,3.0,Starting Price:  25000,Mathura photographer,photographers,mathura,25000
Akshay Mestry...,https://cdn.venuelook.com/uploads/vendoralbums/album_8431/thumb/photo_8431_165941909594129_fix_w_480.png,"Siddharth Nagar, Lonavala photographer",photographers,3.0,Starting Price: 999,"Siddharth Nagar, Lonavala photographer",photographers,lonavala,999
Nangrai Photo Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_8428/thumb/photo_8428_165941764253379_fix_w_480.png,"Ramdas Hall, Lonavala photographer",photographers,3.0,Starting Price: 1600,"Ramdas Hall, Lonavala photographer",photographers,lonavala,1600
Pratima Photo Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_8426/thumb/photo_8426_165941647130747_fix_w_480.png,"Bhangarwadi Road, Lonavala photographer",photographers,3.0,Starting Price: 2000,"Bhangarwadi Road, Lonavala photographer",photographers,lonavala,2000
Happyframes,https://cdn.venuelook.com/uploads/vendoralbums/album_8424/thumb/photo_8424_165935882658398_fix_w_480.jpg,"Andheri East, Lonavala photographer",photographers,3.0,Starting Price: 2000,"Andheri East, Lonavala photographer",photographers,lonavala,2000
Arnold Dsilva...,https://cdn.venuelook.com/uploads/vendoralbums/album_8433/thumb/photo_8433_165942022949438_fix_w_480.jpg,"Bhangarwadi, Lonavala photographer",photographers,3.0,Starting Price: 1600,"Bhangarwadi, Lonavala photographer",photographers,lonavala,1600
Clicking Happiness...,https://cdn.venuelook.com/uploads/vendoralbums/album_8432/thumb/photo_8432_165941961564041_fix_w_480.jpg,"Sai Vihar, Lonavala photographer",photographers,3.0,Starting Price: 2200,"Sai Vihar, Lonavala photographer",photographers,lonavala,2200
Musing Frames By...,https://cdn.venuelook.com/uploads/vendoralbums/album_8427/thumb/photo_8427_165941693962283_fix_w_480.png,"Valvan, Lonavala photographer",photographers,3.0,Starting Price: 1400,"Valvan, Lonavala photographer",photographers,lonavala,1400
Sv photography lonavala,https://cdn.venuelook.com/uploads/vendoralbums/album_8430/thumb/photo_8430_165941847892955_fix_w_480.jpg,"Valvan, Lonavala photographer",photographers,3.0,Starting Price: 1499,"Valvan, Lonavala photographer",photographers,lonavala,1499
Vaibhav Ambhore...,https://cdn.venuelook.com/uploads/vendoralbums/album_8429/thumb/photo_8429_165941809113135_fix_w_480.png,"Tungarli, Lonavala photographer",photographers,3.0,Starting Price: 1500,"Tungarli, Lonavala photographer",photographers,lonavala,1500
Vishal Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_8434/thumb/photo_8434_165942214557076_fix_w_480.png,"Maple Apt, Lonavala photographer",photographers,3.0,Starting Price: 999,"Maple Apt, Lonavala photographer",photographers,lonavala,999
Anil Atul Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_8425/thumb/photo_8425_165936000724808_fix_w_480.png,"MG Rd, Lonavala photographer",photographers,3.0,Starting Price: 1400,"MG Rd, Lonavala photographer",photographers,lonavala,1400
Chandrakala Photos,https://cdn.venuelook.com/uploads/vendoralbums/album_4260/thumb/photo_4260_162002693212590_fix_w_480.png,"thane west, Thane photographer",photographers,3.0,Starting Price:  20000,"thane west, Thane photographer",photographers,thane,20000
Soulklick Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_5289/thumb/photo_5289_162202491715210_fix_w_480.png,"thane west, Thane photographer",photographers,5.0,Starting Price:  75000,"thane west, Thane photographer",photographers,thane,75000
WhiteRay Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_5283/thumb/photo_5283_162202367336492_fix_w_480.png,"Thane West, Thane photographer",photographers,2.0,Starting Price:  75000,"Thane West, Thane photographer",photographers,thane,75000
Sushal Vaitys...,https://cdn.venuelook.com/uploads/vendoralbums/album_5281/thumb/photo_5281_162202339476143_fix_w_480.png,"Thane West, Thane photographer",photographers,2.0,Starting Price:  70000,"Thane West, Thane photographer",photographers,thane,70000
DS Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_5175/thumb/photo_5175_162185269233362_fix_w_480.png,Thane photographer,photographers,2.0,Starting Price:  70000,Thane photographer,photographers,thane,70000
Maharashtra Photo...,https://cdn.venuelook.com/uploads/vendoralbums/album_5297/thumb/photo_5297_162202682249739_fix_w_480.png,"thane west, Thane photographer",photographers,2.0,Starting Price:  75000,"thane west, Thane photographer",photographers,thane,75000
Atharva Shetye...,https://cdn.venuelook.com/uploads/vendoralbums/album_5295/thumb/photo_5295_162202644444746_fix_w_480.png,"Thane West, Thane photographer",photographers,2.0,Starting Price:  75000,"Thane West, Thane photographer",photographers,thane,75000
Dadiwala Production,https://cdn.venuelook.com/uploads/vendoralbums/album_5285/thumb/photo_5285_162202389628175_fix_w_480.png,"Thane West, Thane photographer",photographers,5.0,Starting Price:  75000,"Thane West, Thane photographer",photographers,thane,75000
Creative Clicks,https://cdn.venuelook.com/uploads/vendoralbums/album_4551/thumb/photo_4551_162063494581688_fix_w_480.png,"thane west, Thane photographer",photographers,3.0,Starting Price:  650000,"thane west, Thane photographer",photographers,thane,650000
Vibrant Clicks,https://cdn.venuelook.com/uploads/vendoralbums/album_5299/thumb/photo_5299_16220270327246_fix_w_480.png,"Thane East, Thane photographer",photographers,2.0,Starting Price:  215000,"Thane East, Thane photographer",photographers,thane,215000
Anuj Joshi Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_5293/thumb/photo_5293_162202602972678_fix_w_480.png,"thane west, Thane photographer",photographers,2.0,Starting Price:  75000,"thane west, Thane photographer",photographers,thane,75000
Himanshu Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_4550/thumb/photo_4550_162063407397676_fix_w_480.png,"thane west, Thane photographer",photographers,3.0,Starting Price:  13000,"thane west, Thane photographer",photographers,thane,13000
Photophactory,https://cdn.venuelook.com/uploads/vendoralbums/album_4431/thumb/photo_4431_162037354859330_fix_w_480.png,Thane photographer,photographers,3.0,Starting Price:  25000,Thane photographer,photographers,thane,25000
Sparsh Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_5286/thumb/photo_5286_16220242094595_fix_w_480.png,Thane photographer,photographers,5.0,Starting Price:  75000,Thane photographer,photographers,thane,75000
Candid Eye Fotography...,https://cdn.venuelook.com/uploads/vendoralbums/album_5291/thumb/photo_5291_162202505138658_fix_w_480.png,"thane west, Thane photographer",photographers,2.0,Starting Price:  75000,"thane west, Thane photographer",photographers,thane,75000
Pratik Parab...,https://cdn.venuelook.com/uploads/vendoralbums/album_5288/thumb/photo_5288_162202441154789_fix_w_480.png,"thane west, Thane photographer",photographers,2.0,Starting Price:  75000,"thane west, Thane photographer",photographers,thane,75000
Paradkar Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_5279/thumb/photo_5279_162202259478274_fix_w_480.png,"thane west, Thane photographer",photographers,5.0,Starting Price:  50000,"thane west, Thane photographer",photographers,thane,50000
